543462,1715,beijing,beijing,1511658000
662867,2244074,guangdong,guangzhou,1511658060
561558,3611281,guangdong,shenzhen,1511658120
894923,1715,beijing,beijing,1511658180
834377,2244074,shanghai,shanghai,1511658240
625915,3611281,guangdong,zhuhai,1511658300
578814,1715,guangdong,shenzhen,1511658330
873335,1256540,shanghai,shanghai,1511658540
429984,2244074,guangdong,shenzhen,1511658600
937166,1715,beijing,beijing,1511661601
937166,1715,beijing,beijing,1511661602
937166,1715,beijing,beijing,1511661603
937166,1715,beijing,beijing,1511661604
937166,1715,beijing,beijing,1511661605
937166,1715,beijing,beijing,1511661606
937166,1715,beijing,beijing,1511661607
937166,1715,beijing,beijing,1511661608
161501,36156,jiangsu,nanjing,1511661608
937166,1715,beijing,beijing,1511661609
937166,1715,beijing,beijing,1511661610
937166,1715,beijing,beijing,1511661611
937166,1715,beijing,beijing,1511661612
937166,1715,beijing,beijing,1511661613
937166,1715,beijing,beijing,1511661614
937166,1715,beijing,beijing,1511661615
937166,1715,beijing,beijing,1511661616
937166,1715,beijing,beijing,1511661617
937166,1715,beijing,beijing,1511661618
2315,36156,zhejiang,hangzhou,1511661618
10236,5614,henan,zhengzhou,1511661619
937166,1715,beijing,beijing,1511661619
937166,1715,beijing,beijing,1511661620
937166,1715,beijing,beijing,1511661621
937166,1715,beijing,beijing,1511661622
937166,1715,beijing,beijing,1511661623
937166,1715,beijing,beijing,1511661624
937166,1715,beijing,beijing,1511661625
937166,1715,beijing,beijing,1511661626
937166,1715,beijing,beijing,1511661627
937166,1715,beijing,beijing,1511661628
937166,1715,beijing,beijing,1511661629
937166,1715,beijing,beijing,1511661630
937166,1715,beijing,beijing,1511661631
937166,1715,beijing,beijing,1511661632
937166,1715,beijing,beijing,1511661633
937166,1715,beijing,beijing,1511661634
937166,1715,beijing,beijing,1511661635
937166,1715,beijing,beijing,1511661636
937166,1715,beijing,beijing,1511661637
937166,1715,beijing,beijing,1511661638
937166,1715,beijing,beijing,1511661639
937166,1715,beijing,beijing,1511661640
2315,36237,zhejiang,hangzhou,1511661641
10236,2914,henan,zhengzhou,1511661641
2315,7156,zhejiang,hangzhou,1511661641
10236,5389,hebei,shijiazhuang,1511661641
937166,1715,beijing,beijing,1511661641
937166,1715,beijing,beijing,1511661642
937166,1715,beijing,beijing,1511661643
937166,1715,beijing,beijing,1511661644
937166,1715,beijing,beijing,1511661645
937166,1715,beijing,beijing,1511661646
937166,1715,beijing,beijing,1511661647
937166,1715,beijing,beijing,1511661648
937166,1715,beijing,beijing,1511661649
937166,1715,beijing,beijing,1511661650
937166,1715,beijing,beijing,1511661651
937166,1715,beijing,beijing,1511661652
161501,36156,jiangsu,nanjing,1511661652
937166,1715,beijing,beijing,1511661653
937166,1715,beijing,beijing,1511661654
161501,36156,jiangsu,nanjing,1511661654
161501,36156,jiangsu,nanjing,1511661655
937166,1715,beijing,beijing,1511661655
937166,1715,beijing,beijing,1511661656
937166,1715,beijing,beijing,1511661657
937166,1715,beijing,beijing,1511661658
937166,1715,beijing,beijing,1511661659
937166,1715,beijing,beijing,1511661660
937166,1715,beijing,beijing,1511661661
937166,1715,beijing,beijing,1511661662
937166,1715,beijing,beijing,1511661663
937166,1715,beijing,beijing,1511661664
937166,1715,beijing,beijing,1511661665
937166,1715,beijing,beijing,1511661666
937166,1715,beijing,beijing,1511661667
937166,1715,beijing,beijing,1511661668
937166,1715,beijing,beijing,1511661669
937166,1715,beijing,beijing,1511661670
937166,1715,beijing,beijing,1511661671
937166,1715,beijing,beijing,1511661672
937166,1715,beijing,beijing,1511661673
937166,1715,beijing,beijing,1511661674
937166,1715,beijing,beijing,1511661675
937166,1715,beijing,beijing,1511661676
937166,1715,beijing,beijing,1511661677
937166,1715,beijing,beijing,1511661678
937166,1715,beijing,beijing,1511661679
937166,1715,beijing,beijing,1511661680
937166,1715,beijing,beijing,1511661681
937166,1715,beijing,beijing,1511661682
937166,1715,beijing,beijing,1511661683
937166,1715,beijing,beijing,1511661684
937166,1715,beijing,beijing,1511661685
937166,1715,beijing,beijing,1511661686
937166,1715,beijing,beijing,1511661687
937166,1715,beijing,beijing,1511661688
937166,1715,beijing,beijing,1511661689
937166,1715,beijing,beijing,1511661690
937166,1715,beijing,beijing,1511661691
937166,1715,beijing,beijing,1511661692
2315,36237,zhejiang,hangzhou,1511661692
10236,2914,henan,zhengzhou,1511661693
2315,7156,zhejiang,hangzhou,1511661693
937166,1715,beijing,beijing,1511661693
937166,1715,beijing,beijing,1511661694
937166,1715,beijing,beijing,1511661695
937166,1715,beijing,beijing,1511661696
937166,1715,beijing,beijing,1511661697
937166,1715,beijing,beijing,1511661698
937166,1715,beijing,beijing,1511661699
937166,1715,beijing,beijing,1511661700
937166,1715,beijing,beijing,1511661701
937166,1715,beijing,beijing,1511661702
937166,1715,beijing,beijing,1511661703
937166,1715,beijing,beijing,1511661704
937166,1715,beijing,beijing,1511661705
937166,1715,beijing,beijing,1511661706
937166,1715,beijing,beijing,1511661707
937166,1715,beijing,beijing,1511661708
937166,1715,beijing,beijing,1511661709
937166,1715,beijing,beijing,1511661710
937166,1715,beijing,beijing,1511661711
937166,1715,beijing,beijing,1511661712
937166,1715,beijing,beijing,1511661713
937166,1715,beijing,beijing,1511661714
937166,1715,beijing,beijing,1511661715
937166,1715,beijing,beijing,1511661716
937166,1715,beijing,beijing,1511661717
937166,1715,beijing,beijing,1511661718
937166,1715,beijing,beijing,1511661719
937166,1715,beijing,beijing,1511661710
937166,1715,beijing,beijing,1511661711
